TIME,DATE,voltage,current,power
14:19:25,04/04/2025,74.3,1.1,81.9
14:19:27,04/04/2025,74.3,1.101,81.9
14:19:30,04/04/2025,74.3,1.1,81.8
14:19:31,04/04/2025,74.2,1.099,81.8
14:19:32,04/04/2025,74.2,1.099,81.8
14:19:33,04/04/2025,74.2,1.099,81.8
14:19:35,04/04/2025,74.2,1.099,81.8
14:19:37,04/04/2025,74.3,1.099,81.8
14:19:39,04/04/2025,74.3,1.099,81.8
14:19:41,04/04/2025,74.2,1.099,81.7
14:19:42,04/04/2025,74.3,1.1,81.8
14:19:45,04/04/2025,74.3,1.1,81.8
14:19:47,04/04/2025,74.3,1.099,81.8
14:19:51,04/04/2025,74.2,1.099,81.8
14:19:52,04/04/2025,74.3,1.099,81.8
14:19:53,04/04/2025,74.2,1.098,81.7
14:19:54,04/04/2025,74.2,1.098,81.8
14:19:56,04/04/2025,74.2,1.099,81.7
14:19:57,04/04/2025,74.2,1.098,81.6
14:19:59,04/04/2025,74.2,1.098,81.6
14:20:01,04/04/2025,74.1,1.097,81.5
14:20:02,04/04/2025,74.1,1.097,81.5
14:20:04,04/04/2025,74.2,1.097,81.5
14:20:05,04/04/2025,74.2,1.097,81.5
14:20:06,04/04/2025,74.2,1.098,81.6
14:20:09,04/04/2025,74.1,1.097,81.5
14:20:11,04/04/2025,74.2,1.097,81.6
14:20:11,04/04/2025,74.1,1.097,81.5
14:20:13,04/04/2025,74.2,1.097,81.6
14:20:14,04/04/2025,74.2,1.098,81.6
14:20:15,04/04/2025,74.2,1.098,81.6
14:20:17,04/04/2025,74.2,1.097,81.6
14:20:18,04/04/2025,74.2,1.097,81.6
14:20:20,04/04/2025,74.1,1.096,81.4
14:20:21,04/04/2025,74.1,1.096,81.3
14:20:23,04/04/2025,74.1,1.096,81.4
14:20:23,04/04/2025,74.1,1.096,81.4
14:20:24,04/04/2025,74.1,1.096,81.4
14:20:28,04/04/2025,74.1,1.096,81.4
14:20:29,04/04/2025,74.1,1.096,81.4
14:20:30,04/04/2025,74.2,1.097,81.5
14:20:32,04/04/2025,74.1,1.096,81.4
14:20:32,04/04/2025,74.1,1.096,81.4
14:20:35,04/04/2025,74.1,1.096,81.4
14:20:36,04/04/2025,74.1,1.096,81.4
14:20:37,04/04/2025,74.1,1.096,81.4
14:20:38,04/04/2025,74.1,1.096,81.4
14:20:40,04/04/2025,74.1,1.095,81.3
14:20:41,04/04/2025,74.1,1.095,81.2
14:20:44,04/04/2025,74.2,1.096,81.4
14:20:46,04/04/2025,74.2,1.097,81.5
14:20:47,04/04/2025,74.2,1.097,81.5
14:20:48,04/04/2025,74.2,1.097,81.6
14:20:52,04/04/2025,74.2,1.096,81.4
14:20:53,04/04/2025,74.2,1.096,81.5
14:20:55,04/04/2025,74.1,1.096,81.4
14:20:56,04/04/2025,74.1,1.096,81.4
14:20:56,04/04/2025,74.1,1.096,81.4
14:20:58,04/04/2025,74.1,1.096,81.4
14:20:59,04/04/2025,74.1,1.096,81.3
14:21:02,04/04/2025,74.1,1.096,81.3
14:21:03,04/04/2025,74.1,1.096,81.4
14:21:05,04/04/2025,74.2,1.096,81.5
14:21:05,04/04/2025,74.1,1.096,81.4
14:21:06,04/04/2025,74.2,1.096,81.4
14:21:08,04/04/2025,74.1,1.096,81.4
14:21:09,04/04/2025,74.1,1.096,81.4
14:21:10,04/04/2025,74.1,1.096,81.3
14:21:12,04/04/2025,74.1,1.095,81.3
14:21:13,04/04/2025,74.0,1.094,81.1
14:21:16,04/04/2025,74.1,1.095,81.2
14:21:17,04/04/2025,74.1,1.095,81.3
14:21:17,04/04/2025,74.1,1.095,81.3
14:21:19,04/04/2025,74.1,1.095,81.3
14:21:20,04/04/2025,74.1,1.096,81.4
14:21:21,04/04/2025,74.1,1.095,81.3
14:21:22,04/04/2025,74.1,1.095,81.3
14:21:27,04/04/2025,74.0,1.094,81.2
14:21:28,04/04/2025,74.1,1.095,81.3
14:21:29,04/04/2025,74.1,1.095,81.3
14:21:30,04/04/2025,74.1,1.095,81.4
14:21:31,04/04/2025,74.1,1.095,81.3
14:21:32,04/04/2025,74.0,1.094,81.2
14:21:34,04/04/2025,74.1,1.094,81.2
14:21:35,04/04/2025,74.0,1.094,81.2
14:21:36,04/04/2025,74.0,1.094,81.1
14:21:37,04/04/2025,74.0,1.093,81.0
14:21:40,04/04/2025,74.0,1.094,81.1
14:21:41,04/04/2025,74.0,1.094,81.1
14:21:42,04/04/2025,74.0,1.094,81.1
14:21:43,04/04/2025,74.0,1.094,81.1
14:21:44,04/04/2025,74.1,1.095,81.2
14:21:45,04/04/2025,74.0,1.094,81.1
14:21:47,04/04/2025,74.1,1.094,81.2
14:21:49,04/04/2025,74.1,1.095,81.2
14:21:50,04/04/2025,74.1,1.095,81.3
14:21:53,04/04/2025,74.1,1.095,81.3
14:21:55,04/04/2025,74.0,1.094,81.2
14:21:56,04/04/2025,74.1,1.094,81.3
14:21:57,04/04/2025,74.1,1.094,81.2
14:21:59,04/04/2025,74.0,1.093,81.1
14:22:02,04/04/2025,74.0,1.093,81.0
14:22:04,04/04/2025,74.0,1.093,81.1
14:22:04,04/04/2025,74.0,1.093,81.0
14:22:06,04/04/2025,74.0,1.093,81.1
14:22:07,04/04/2025,74.0,1.093,81.1
14:22:09,04/04/2025,74.0,1.092,81.0
14:22:11,04/04/2025,74.0,1.093,81.0
14:22:12,04/04/2025,73.9,1.092,81.0
14:22:13,04/04/2025,73.9,1.092,80.9
14:22:14,04/04/2025,74.0,1.093,80.9
14:22:16,04/04/2025,74.0,1.093,81.0
14:22:18,04/04/2025,74.0,1.093,81.0
14:22:19,04/04/2025,73.9,1.092,80.8
14:22:20,04/04/2025,74.0,1.093,81.0
14:22:21,04/04/2025,74.0,1.093,81.0
14:22:22,04/04/2025,74.0,1.093,81.0
14:22:25,04/04/2025,74.0,1.092,81.0
14:22:26,04/04/2025,74.0,1.092,81.0
14:22:27,04/04/2025,74.0,1.093,81.0
14:22:28,04/04/2025,74.0,1.093,81.1
14:22:31,04/04/2025,74.0,1.093,81.0
14:22:32,04/04/2025,74.0,1.093,81.0
14:22:33,04/04/2025,74.0,1.092,80.9
14:22:34,04/04/2025,74.0,1.092,80.8
14:22:36,04/04/2025,73.9,1.092,80.9
14:22:37,04/04/2025,73.9,1.091,80.7
14:22:38,04/04/2025,73.9,1.091,80.9
14:22:40,04/04/2025,73.9,1.091,80.8
14:22:41,04/04/2025,73.9,1.092,80.8
14:22:43,04/04/2025,74.0,1.092,80.9
14:22:45,04/04/2025,73.9,1.092,80.9
14:22:47,04/04/2025,73.9,1.092,81.0
14:22:49,04/04/2025,74.0,1.092,81.0
14:22:50,04/04/2025,74.0,1.092,81.0
14:22:51,04/04/2025,74.0,1.092,80.9
14:22:53,04/04/2025,74.0,1.093,81.0
14:22:53,04/04/2025,74.0,1.092,80.9
14:22:55,04/04/2025,74.0,1.092,80.9
14:22:56,04/04/2025,74.0,1.092,80.8
14:22:57,04/04/2025,73.9,1.091,80.7
14:22:59,04/04/2025,73.9,1.091,80.8
14:23:00,04/04/2025,73.9,1.092,80.9
14:23:01,04/04/2025,73.9,1.091,80.8
14:23:03,04/04/2025,73.9,1.092,80.9
14:23:04,04/04/2025,73.9,1.092,80.9
14:23:09,04/04/2025,73.9,1.091,80.8
14:23:10,04/04/2025,74.0,1.093,80.9
14:23:11,04/04/2025,74.1,1.093,81.1
14:23:12,04/04/2025,74.1,1.094,81.2
14:23:14,04/04/2025,74.1,1.094,81.2
14:23:15,04/04/2025,74.1,1.094,81.2
14:23:16,04/04/2025,74.1,1.094,81.3
14:23:17,04/04/2025,74.1,1.094,81.3
14:23:19,04/04/2025,74.1,1.094,81.3
14:23:21,04/04/2025,74.1,1.094,81.2
14:23:22,04/04/2025,74.1,1.094,81.1
14:23:24,04/04/2025,74.1,1.093,81.1
14:23:24,04/04/2025,74.1,1.093,81.0
14:23:26,04/04/2025,74.1,1.094,81.2
14:23:27,04/04/2025,74.1,1.094,81.2
14:23:28,04/04/2025,74.1,1.094,81.2
14:23:29,04/04/2025,74.1,1.094,81.3
14:23:30,04/04/2025,74.1,1.094,81.3
14:23:33,04/04/2025,74.1,1.093,81.2
14:23:34,04/04/2025,74.1,1.093,81.2
14:23:35,04/04/2025,74.1,1.093,81.2
14:23:36,04/04/2025,74.1,1.093,81.1
14:23:37,04/04/2025,74.1,1.093,81.0
14:23:40,04/04/2025,74.1,1.093,81.0
14:23:42,04/04/2025,74.0,1.092,81.1
14:23:45,04/04/2025,74.0,1.092,81.0
14:23:46,04/04/2025,74.0,1.092,81.0
14:23:47,04/04/2025,74.0,1.092,80.9
14:23:49,04/04/2025,74.0,1.092,80.9
14:23:51,04/04/2025,74.0,1.091,80.8
14:23:52,04/04/2025,74.0,1.092,81.0
14:23:53,04/04/2025,74.0,1.091,80.9
14:23:54,04/04/2025,74.0,1.091,80.9
14:23:56,04/04/2025,73.9,1.091,80.9
14:23:57,04/04/2025,73.9,1.091,80.8
14:23:58,04/04/2025,74.0,1.091,80.9
14:24:00,04/04/2025,74.0,1.091,80.8
14:24:01,04/04/2025,74.0,1.092,80.9
14:24:03,04/04/2025,74.0,1.091,80.8
14:24:06,04/04/2025,74.0,1.091,80.9
14:24:06,04/04/2025,74.0,1.091,80.9
14:24:08,04/04/2025,73.9,1.09,80.9
14:24:09,04/04/2025,73.9,1.09,80.8
14:24:10,04/04/2025,73.9,1.091,80.9
14:24:11,04/04/2025,73.9,1.091,80.8
14:24:15,04/04/2025,74.0,1.091,80.8
14:24:17,04/04/2025,74.0,1.091,80.8
14:24:18,04/04/2025,73.9,1.091,80.8
14:24:19,04/04/2025,74.0,1.091,80.9
14:24:21,04/04/2025,74.0,1.091,80.9
14:24:23,04/04/2025,74.0,1.091,80.8
14:24:25,04/04/2025,73.9,1.091,80.8
14:24:28,04/04/2025,73.9,1.091,80.8
14:24:29,04/04/2025,73.9,1.09,80.8
14:24:30,04/04/2025,73.9,1.09,80.7
14:24:31,04/04/2025,73.9,1.09,80.7
14:24:35,04/04/2025,73.9,1.09,80.7
14:24:37,04/04/2025,73.9,1.09,80.7
14:24:38,04/04/2025,73.9,1.09,80.7
14:24:39,04/04/2025,73.9,1.09,80.7
14:24:41,04/04/2025,73.9,1.09,80.7
14:24:42,04/04/2025,73.9,1.09,80.8
14:24:45,04/04/2025,74.0,1.091,80.8
14:24:47,04/04/2025,73.9,1.09,80.8
14:24:47,04/04/2025,73.9,1.09,80.7
14:24:50,04/04/2025,73.9,1.089,80.6
14:24:53,04/04/2025,73.9,1.09,80.6
14:24:54,04/04/2025,73.9,1.089,80.6
14:24:56,04/04/2025,73.9,1.09,80.7
14:24:57,04/04/2025,73.9,1.09,80.7
14:25:00,04/04/2025,74.0,1.091,80.8
14:25:02,04/04/2025,73.9,1.09,80.8
14:25:03,04/04/2025,74.0,1.09,80.8
14:25:05,04/04/2025,73.9,1.09,80.8
14:25:06,04/04/2025,73.9,1.09,80.8
14:25:07,04/04/2025,74.0,1.09,80.8
14:25:08,04/04/2025,73.9,1.09,80.8
14:25:09,04/04/2025,73.9,1.09,80.8
14:25:10,04/04/2025,74.0,1.09,80.8
14:25:12,04/04/2025,73.9,1.09,80.8
14:25:15,04/04/2025,74.0,1.091,80.8
14:25:17,04/04/2025,73.9,1.09,80.8
14:25:18,04/04/2025,74.0,1.09,80.8
14:25:18,04/04/2025,74.0,1.09,80.8
14:25:20,04/04/2025,74.0,1.091,80.8
14:25:22,04/04/2025,73.9,1.09,80.7
14:25:23,04/04/2025,73.9,1.09,80.7
14:25:24,04/04/2025,73.9,1.09,80.7
14:25:25,04/04/2025,73.9,1.089,80.6
14:25:26,04/04/2025,73.9,1.089,80.6
14:25:29,04/04/2025,74.0,1.091,80.8
14:25:33,04/04/2025,74.0,1.09,80.8
14:25:34,04/04/2025,74.0,1.091,80.8
14:25:35,04/04/2025,74.0,1.091,80.9
14:25:37,04/04/2025,74.0,1.091,80.8
14:25:38,04/04/2025,74.0,1.091,80.9
14:25:40,04/04/2025,74.0,1.091,80.9
14:25:41,04/04/2025,74.0,1.091,80.9
14:25:42,04/04/2025,74.0,1.091,80.9
14:25:44,04/04/2025,74.0,1.091,80.9
14:25:45,04/04/2025,74.0,1.09,80.8
14:25:46,04/04/2025,74.0,1.091,80.9
14:25:47,04/04/2025,74.0,1.091,80.9
14:25:48,04/04/2025,74.0,1.091,81.0
14:25:50,04/04/2025,74.0,1.091,81.0
14:25:51,04/04/2025,74.0,1.091,80.9
14:25:52,04/04/2025,74.0,1.091,80.9
14:25:54,04/04/2025,74.0,1.09,80.8
14:25:57,04/04/2025,74.0,1.09,80.8
14:25:59,04/04/2025,74.0,1.09,80.8
14:26:00,04/04/2025,74.0,1.09,80.8
14:26:02,04/04/2025,74.0,1.09,80.7
14:26:03,04/04/2025,74.0,1.091,80.8
14:26:04,04/04/2025,74.0,1.091,80.9
14:26:05,04/04/2025,74.0,1.091,80.9
14:26:06,04/04/2025,74.0,1.091,80.9
14:26:07,04/04/2025,74.0,1.09,80.8
14:26:09,04/04/2025,74.0,1.091,80.8
14:26:12,04/04/2025,74.1,1.091,80.9
14:26:13,04/04/2025,74.0,1.091,80.9
14:26:14,04/04/2025,74.0,1.091,80.9
14:26:16,04/04/2025,74.1,1.091,81.0
14:26:17,04/04/2025,74.0,1.091,80.9
14:26:18,04/04/2025,74.0,1.091,80.9
14:26:20,04/04/2025,74.0,1.091,80.9
14:26:24,04/04/2025,74.1,1.091,81.0
14:26:26,04/04/2025,74.1,1.091,81.0
14:26:27,04/04/2025,74.1,1.091,80.9
14:26:28,04/04/2025,74.0,1.091,80.9
14:26:29,04/04/2025,74.0,1.091,80.8
14:26:33,04/04/2025,74.0,1.091,80.9
14:26:34,04/04/2025,74.0,1.09,80.8
14:26:34,04/04/2025,74.0,1.09,80.8
14:26:36,04/04/2025,74.0,1.091,80.9
14:26:38,04/04/2025,74.0,1.091,80.9
14:26:39,04/04/2025,74.0,1.09,80.9
14:26:42,04/04/2025,74.1,1.091,81.0
14:26:44,04/04/2025,74.0,1.091,80.9
14:26:46,04/04/2025,74.0,1.09,80.8
14:26:48,04/04/2025,74.0,1.09,80.7
14:26:51,04/04/2025,74.1,1.091,80.9
14:26:52,04/04/2025,74.1,1.091,81.0
14:26:53,04/04/2025,74.1,1.091,81.0
14:26:54,04/04/2025,74.1,1.092,81.1
14:26:55,04/04/2025,74.1,1.092,81.1
14:26:59,04/04/2025,74.0,1.091,81.0
14:27:01,04/04/2025,74.0,1.091,80.9
14:27:02,04/04/2025,74.0,1.091,80.9
14:27:04,04/04/2025,74.0,1.09,80.9
14:27:05,04/04/2025,74.0,1.091,80.9
14:27:06,04/04/2025,74.1,1.091,81.0
14:27:07,04/04/2025,74.1,1.091,80.9
14:27:08,04/04/2025,74.0,1.09,80.8
14:27:10,04/04/2025,74.1,1.091,81.0
14:27:11,04/04/2025,74.1,1.091,80.9
14:27:12,04/04/2025,74.1,1.091,80.9
14:27:14,04/04/2025,74.1,1.091,80.9
14:27:18,04/04/2025,74.1,1.091,81.0
14:27:20,04/04/2025,74.1,1.091,81.0
14:27:21,04/04/2025,74.1,1.091,80.9
14:27:22,04/04/2025,74.1,1.091,80.9
14:27:25,04/04/2025,74.1,1.091,81.0
14:27:25,04/04/2025,74.1,1.091,81.0
14:27:27,04/04/2025,74.2,1.092,81.2
14:27:28,04/04/2025,74.1,1.092,81.2
14:27:30,04/04/2025,74.1,1.092,81.1
14:27:31,04/04/2025,74.1,1.091,81.0
14:27:32,04/04/2025,74.1,1.092,81.1
14:27:33,04/04/2025,74.1,1.091,81.0
14:27:35,04/04/2025,74.1,1.091,81.0
14:27:36,04/04/2025,74.1,1.091,81.0
14:27:37,04/04/2025,74.1,1.091,80.9
14:27:39,04/04/2025,74.1,1.091,81.0
14:27:41,04/04/2025,74.1,1.092,81.1
14:27:42,04/04/2025,74.2,1.092,81.1
14:27:43,04/04/2025,74.2,1.092,81.1
14:27:44,04/04/2025,74.2,1.092,81.2
14:27:45,04/04/2025,74.1,1.092,81.1
14:27:48,04/04/2025,74.1,1.091,81.0
14:27:50,04/04/2025,74.1,1.091,81.0
14:27:52,04/04/2025,74.1,1.091,81.0
14:27:52,04/04/2025,74.1,1.091,81.1
14:27:53,04/04/2025,74.1,1.091,81.0
14:27:55,04/04/2025,74.1,1.091,81.1
14:27:57,04/04/2025,74.1,1.091,81.0
14:28:00,04/04/2025,74.1,1.091,81.0
14:28:01,04/04/2025,74.1,1.091,81.0
14:28:03,04/04/2025,74.1,1.09,80.9
14:28:04,04/04/2025,74.1,1.09,80.9
14:28:04,04/04/2025,74.1,1.09,80.9
14:28:06,04/04/2025,74.1,1.09,80.9
14:28:07,04/04/2025,74.0,1.09,80.8
14:28:08,04/04/2025,74.0,1.09,80.8
14:28:10,04/04/2025,74.0,1.09,80.8
14:28:11,04/04/2025,74.1,1.09,80.9
14:28:12,04/04/2025,74.1,1.09,80.9
14:28:13,04/04/2025,74.1,1.09,80.9
14:28:14,04/04/2025,74.0,1.09,80.9
14:28:15,04/04/2025,74.1,1.09,80.9
14:28:17,04/04/2025,74.1,1.091,81.0
14:28:18,04/04/2025,74.1,1.091,80.9
14:28:19,04/04/2025,74.1,1.09,80.9
14:28:20,04/04/2025,74.1,1.091,81.0
14:28:21,04/04/2025,74.1,1.09,80.9
14:28:23,04/04/2025,74.0,1.09,80.9
14:28:25,04/04/2025,74.0,1.09,80.8
14:28:27,04/04/2025,74.0,1.089,80.9
14:28:28,04/04/2025,74.1,1.09,80.8
14:28:29,04/04/2025,74.0,1.089,80.8
14:28:31,04/04/2025,74.0,1.089,80.8
14:28:32,04/04/2025,74.0,1.089,80.7
14:28:33,04/04/2025,74.0,1.089,80.8
14:28:34,04/04/2025,74.0,1.089,80.8
14:28:35,04/04/2025,74.0,1.089,80.8
14:28:36,04/04/2025,74.0,1.089,80.8
14:28:38,04/04/2025,74.0,1.089,80.8
14:28:39,04/04/2025,74.0,1.089,80.8
14:28:40,04/04/2025,74.0,1.089,80.7
14:28:43,04/04/2025,74.0,1.089,80.8
14:28:45,04/04/2025,74.1,1.09,80.9
14:28:47,04/04/2025,74.0,1.089,80.7
14:28:48,04/04/2025,74.0,1.089,80.7
14:28:49,04/04/2025,74.0,1.089,80.8
14:28:50,04/04/2025,74.0,1.089,80.7
14:28:52,04/04/2025,74.0,1.089,80.8
14:28:53,04/04/2025,74.0,1.089,80.7
14:28:55,04/04/2025,74.1,1.09,80.9
14:28:56,04/04/2025,74.1,1.09,80.9
14:28:57,04/04/2025,74.0,1.089,80.8
14:28:59,04/04/2025,74.0,1.089,80.9
14:29:01,04/04/2025,74.0,1.089,80.8
14:29:02,04/04/2025,74.0,1.089,80.8
14:29:03,04/04/2025,74.0,1.089,80.8
14:29:04,04/04/2025,74.1,1.09,80.9
14:29:06,04/04/2025,74.0,1.089,80.8
14:29:08,04/04/2025,74.0,1.089,80.8
14:29:10,04/04/2025,73.9,1.087,80.5
14:29:11,04/04/2025,73.9,1.086,80.3
14:29:12,04/04/2025,73.8,1.087,80.3
14:29:13,04/04/2025,73.9,1.086,80.3
14:29:14,04/04/2025,73.9,1.086,80.3
14:29:18,04/04/2025,73.9,1.086,80.5
14:29:21,04/04/2025,73.8,1.086,80.4
14:29:23,04/04/2025,73.8,1.086,80.4
14:29:24,04/04/2025,73.9,1.087,80.4
14:29:29,04/04/2025,73.8,1.086,80.3
14:29:30,04/04/2025,73.8,1.086,80.4
14:29:31,04/04/2025,73.8,1.086,80.4
14:29:33,04/04/2025,73.9,1.086,80.4
14:29:34,04/04/2025,73.9,1.086,80.5
14:29:36,04/04/2025,73.8,1.086,80.3
14:29:37,04/04/2025,73.6,1.083,79.9
14:29:39,04/04/2025,73.7,1.084,80.0
14:29:40,04/04/2025,73.8,1.085,80.1
14:29:41,04/04/2025,73.8,1.085,80.1
14:29:42,04/04/2025,73.8,1.085,80.2
14:29:45,04/04/2025,73.8,1.085,80.3
14:29:46,04/04/2025,73.8,1.085,80.3
14:29:47,04/04/2025,73.8,1.085,80.2
14:29:50,04/04/2025,73.8,1.085,80.1
14:29:51,04/04/2025,73.8,1.085,80.1
14:29:52,04/04/2025,73.8,1.084,80.1
14:29:54,04/04/2025,73.8,1.085,80.2
14:29:55,04/04/2025,73.8,1.085,80.2
14:29:57,04/04/2025,73.8,1.085,80.2
14:30:00,04/04/2025,73.7,1.084,80.2
14:30:01,04/04/2025,73.8,1.085,80.2
14:30:02,04/04/2025,73.8,1.085,80.1
14:30:03,04/04/2025,73.8,1.085,80.1
14:30:04,04/04/2025,73.8,1.085,80.2
14:30:05,04/04/2025,73.8,1.085,80.2
14:30:06,04/04/2025,73.8,1.085,80.2
14:30:08,04/04/2025,73.8,1.084,80.1
14:30:09,04/04/2025,73.8,1.084,80.0
14:30:11,04/04/2025,73.7,1.084,80.1
14:30:15,04/04/2025,73.7,1.084,80.1
14:30:16,04/04/2025,73.7,1.083,80.0
14:30:17,04/04/2025,73.7,1.084,80.0
14:30:18,04/04/2025,73.7,1.084,80.1
14:30:19,04/04/2025,73.7,1.084,80.1
14:30:22,04/04/2025,73.8,1.085,80.1
14:30:24,04/04/2025,73.8,1.085,80.2
14:30:25,04/04/2025,73.8,1.084,80.2
14:30:26,04/04/2025,73.8,1.085,80.3
14:30:28,04/04/2025,73.8,1.085,80.3
14:30:30,04/04/2025,73.8,1.085,80.2
14:30:31,04/04/2025,73.8,1.085,80.3
14:30:32,04/04/2025,73.8,1.085,80.3
14:30:33,04/04/2025,73.9,1.085,80.2
14:30:34,04/04/2025,73.9,1.085,80.3
14:30:35,04/04/2025,73.8,1.085,80.3
14:30:36,04/04/2025,73.8,1.084,80.1
14:30:38,04/04/2025,73.8,1.084,80.1
14:30:39,04/04/2025,73.8,1.084,80.1
14:30:40,04/04/2025,73.8,1.084,80.2
14:30:41,04/04/2025,73.8,1.084,80.2
14:30:42,04/04/2025,73.9,1.085,80.3
14:30:43,04/04/2025,73.9,1.085,80.3
14:30:44,04/04/2025,73.9,1.085,80.3
14:30:46,04/04/2025,73.9,1.085,80.3
14:30:48,04/04/2025,73.9,1.085,80.3
14:30:51,04/04/2025,73.9,1.085,80.3
14:30:53,04/04/2025,73.9,1.085,80.4
14:30:54,04/04/2025,73.9,1.085,80.3
14:30:55,04/04/2025,73.9,1.085,80.3
14:30:57,04/04/2025,73.9,1.085,80.3
14:30:58,04/04/2025,73.9,1.085,80.3
14:30:59,04/04/2025,73.8,1.083,80.1
14:31:01,04/04/2025,73.7,1.083,80.0
14:31:03,04/04/2025,73.7,1.083,80.0
14:31:04,04/04/2025,73.7,1.082,79.9
14:31:05,04/04/2025,73.7,1.083,80.0
14:31:06,04/04/2025,73.8,1.084,80.1
14:31:08,04/04/2025,73.8,1.083,80.1
14:31:10,04/04/2025,73.8,1.084,80.1
14:31:10,04/04/2025,73.8,1.084,80.1
14:31:12,04/04/2025,73.8,1.083,80.1
14:31:15,04/04/2025,73.8,1.084,80.2
14:31:16,04/04/2025,73.8,1.084,80.2
14:31:19,04/04/2025,73.8,1.084,80.2
14:31:20,04/04/2025,73.8,1.084,80.2
14:31:21,04/04/2025,73.8,1.083,80.1
14:31:22,04/04/2025,73.8,1.083,80.1
14:31:23,04/04/2025,73.8,1.083,80.1
14:31:25,04/04/2025,73.8,1.083,80.1
14:31:27,04/04/2025,73.8,1.084,80.1
14:31:28,04/04/2025,73.8,1.084,80.2
14:31:29,04/04/2025,73.8,1.084,80.2
14:31:30,04/04/2025,73.8,1.084,80.2
14:31:31,04/04/2025,73.8,1.083,80.1
14:31:33,04/04/2025,73.7,1.082,80.0
14:31:35,04/04/2025,73.8,1.083,80.0
14:31:36,04/04/2025,73.8,1.082,80.0
14:31:37,04/04/2025,73.8,1.082,80.0
14:31:38,04/04/2025,73.7,1.082,79.9
14:31:41,04/04/2025,73.7,1.082,79.9
14:31:41,04/04/2025,73.7,1.082,80.0
14:31:42,04/04/2025,73.8,1.082,80.0
14:31:44,04/04/2025,73.8,1.083,80.0
14:31:45,04/04/2025,73.8,1.082,79.9
14:31:46,04/04/2025,73.8,1.083,80.0
14:31:47,04/04/2025,73.7,1.083,80.0
14:31:48,04/04/2025,73.8,1.083,80.0
14:31:50,04/04/2025,73.8,1.083,80.0
14:31:51,04/04/2025,73.8,1.082,80.0
14:31:52,04/04/2025,73.8,1.082,80.0
14:31:54,04/04/2025,73.8,1.083,80.0
14:31:56,04/04/2025,73.8,1.082,80.0
14:31:57,04/04/2025,73.8,1.082,80.0
14:31:58,04/04/2025,73.8,1.083,80.1
14:32:00,04/04/2025,73.8,1.083,80.1
14:32:01,04/04/2025,73.7,1.082,80.0
14:32:02,04/04/2025,73.8,1.083,79.9
14:32:04,04/04/2025,73.7,1.082,79.9
14:32:04,04/04/2025,73.7,1.081,79.8
14:32:05,04/04/2025,73.7,1.082,79.9
14:32:09,04/04/2025,73.6,1.08,79.8
14:32:11,04/04/2025,73.7,1.082,79.9
14:32:13,04/04/2025,73.7,1.082,79.9
